color;director_name;num_critic_for_reviews;duration;final_budget;movie_title;imdb_score
Color;Frank Miller;223.0;103.0;60000000.0;The Spirit ;4.8
Color;David Koepp;181.0;107.0;60000000.0;Mortdecai ;5.5
Color;Uwe Boll;140.0;156.0;60000000.0;In the Name of the King: A Dungeon Siege Tale ;3.8
Color;Martin Campbell;54.0;127.0;35000000.0;Beyond Borders ;6.5
Color;Pou-Soi Cheang;14.0;119.0;68005000.0;Xi you ji zhi: Sun Wukong san da Baigu Jing ;6.0
 Black and White;John Dahl;81.0;132.0;80000000.0;The Great Raid ;6.7
Color;Tim Miller;579.0;108.0;57999999.99999999;Deadpool ;8.1
Color;Stephen Herek;56.0;114.0;60000000.0;Holy Man ;4.9
Color;Clint Eastwood;490.0;133.0;58800000.0;American Sniper ;7.3
Color;Rob Letterman;218.0;103.0;57999999.99999999;Goosebumps ;6.4
Color;;20.0;22.0;3000000.0;Sabrina, the Teenage Witch             ;6.6
Color;Mark Waters;142.0;95.0;57999999.99999999;Just Like Heaven ;6.7
Color;Brian Levant;57.0;90.0;83000000.0;The Flintstones in Viva Rock Vegas ;3.6
Color;Peter MacDonald;84.0;87.0;63000000.0;Rambo III ;5.7
Color;George Clooney;186.0;114.0;57999999.99999999;Leatherheads ;6.0
Color;Frank Coraci;53.0;119.0;60000000.0;The Ridiculous 6 ;4.9
Color;Marc Lawrence;133.0;103.0;57999999.99999999;Did You Hear About the Morgans? ;4.7
Color;Shawn Levy;246.0;125.0;57999999.99999999;The Internship ;6.3
Color;Paul W.S. Anderson;253.0;97.0;60000000.0;Resident Evil: Afterlife ;5.9
Color;Anthony Hemingway;144.0;125.0;57999999.99999999;Red Tails ;5.9
Color;;46.0;30.0;23204000.941693578;Sex and the City             ;7.0
Color;Taylor Hackford;117.0;136.0;57000000.0;The Devil's Advocate ;7.5
Color;Sean Anders;157.0;116.0;70000000.0;That's My Boy ;5.6
Color;Rob Cohen;60.0;103.0;57000000.0;DragonHeart ;6.4
Color;Brett Ratner;117.0;97.0;57999999.99999999;After the Sunset ;6.3
Color;Mark Neveldine;287.0;96.0;57000000.0;Ghost Rider: Spirit of Vengeance ;4.3
Color;John Madden;96.0;131.0;57000000.0;Captain Corelli's Mandolin ;5.9
Color;;26.0;22.0;16819397.56969435;Anger Management             ;6.7
Color;Adam Shankman;125.0;95.0;56000000.0;The Pacifier ;5.5
Color;Kevin Bray;117.0;86.0;56000000.0;Walking Tall ;6.2
 Black and White;Robert Zemeckis;149.0;142.0;55000000.0;Forrest Gump ;8.8
Color;Tim Hill;131.0;92.0;60000000.0;Alvin and the Chipmunks ;5.2
Color;Jay Roach;150.0;108.0;55000000.0;Meet the Parents ;7.0
Color;Mike Gabriel;92.0;84.0;55000000.0;Pocahontas ;6.6
Color;Richard Donner;169.0;188.0;55000000.0;Superman ;7.3
Color;Tom Shadyac;57.0;95.0;54000000.0;The Nutty Professor ;5.6
Color;Andy Tennant;171.0;118.0;70000000.0;Hitch ;6.6
Color;Sam Weisman;53.0;92.0;55000000.0;George of the Jungle ;5.4
Color;Jesse Dylan;153.0;74.0;55000000.0;American Wedding ;6.3
Color;Paul Greengrass;491.0;134.0;55000000.0;Captain Phillips ;7.9
Color;Shawn Levy;247.0;101.0;55000000.0;Date Night ;6.3
Color;Brad Silberling;26.0;100.0;50000000.0;Casper ;6.0
Color;Antoine Fuqua;292.0;132.0;55000000.0;The Equalizer ;7.2
Color;Wayne Wang;114.0;105.0;55000000.0;Maid in Manhattan ;5.1
Color;Tony Scott;82.0;123.0;53000000.0;Crimson Tide ;7.3
Color;Gabriele Muccino;201.0;117.0;55000000.0;The Pursuit of Happyness ;8.0
Color;Robert Schwentke;231.0;98.0;55000000.0;Flightplan ;6.2
Color;Barry Levinson;55.0;128.0;55000000.0;Disclosure ;6.0
Color;Brad Silberling;110.0;114.0;55000000.0;City of Angels ;6.7
 Black and White;Quentin Tarantino;354.0;111.0;30000000.0;Kill Bill: Vol. 1 ;8.1
Color;Frank Oz;140.0;85.0;55000000.0;Bowfinger ;6.4
Color;;77.0;44.0;1400000.0;Stargate SG-1             ;8.4
 Black and White;Quentin Tarantino;304.0;137.0;30000000.0;Kill Bill: Vol. 2 ;8.0
Color;Andrey Konchalovskiy;45.0;97.0;55000000.0;Tango & Cash ;6.3
Color;Robert Zemeckis;49.0;104.0;55000000.0;Death Becomes Her ;6.4
Color;Tom Dey;146.0;110.0;55000000.0;Shanghai Noon ;6.6
Color;Stuart Baird;60.0;133.0;55000000.0;Executive Decision ;6.4
Color;Mark Waters;189.0;94.0;55000000.0;Mr. Popper's Penguins ;6.0
Color;Rob Minkoff;206.0;104.0;55000000.0;The Forbidden Kingdom ;6.6
Color;Jimmy Hayward;118.0;91.0;55000000.0;Free Birds ;5.9
Color;David Fincher;210.0;145.0;50000000.0;Alien 3 ;6.4
Color;Alan Parker;76.0;135.0;55000000.0;Evita ;6.3
Color;John Frankenheimer;149.0;122.0;55000000.0;Ronin ;7.3
Color;Stephen Hopkins;62.0;110.0;55000000.0;The Ghost and the Darkness ;6.8
Color;Paul King;224.0;95.0;55000000.0;Paddington ;7.2
Color;Akiva Schaffer;265.0;102.0;68000000.0;The Watch ;5.7
Color;William Friedkin;135.0;94.0;55000000.0;The Hunted ;6.0
Color;Jon Turteltaub;100.0;126.0;80000000.0;Instinct ;6.5
Color;Bobby Farrelly;123.0;118.0;55000000.0;Stuck on You ;5.8
Color;Kent Alterman;164.0;99.0;55000000.0;Semi-Pro ;5.8
Color;Peter Lord;238.0;88.0;55000000.0;The Pirates! Band of Misfits ;6.7
Color;Clint Eastwood;264.0;141.0;55000000.0;Changeling ;7.8
Color;Andrew Davis;47.0;107.0;50000000.0;Chain Reaction ;5.6
Color;Tony Scott;50.0;116.0;55000000.0;The Fan ;5.8
 Black and White;Joel Schumacher;153.0;143.0;70000000.0;The Phantom of the Opera ;7.4
Color;Shekhar Kapur;202.0;114.0;55000000.0;Elizabeth: The Golden Age ;6.9
Color;Karyn Kusama;178.0;93.0;62000000.0;Æon Flux ;5.5
Color;Ron Maxwell;84.0;280.0;56000000.0;Gods and Generals ;6.3
Color;Robert Butler;44.0;100.0;71000000.0;Turbulence ;4.7
Color;Karey Kirkpatrick;93.0;107.0;55000000.0;Imagine That ;5.6
Color;James Bobin;277.0;119.0;50000000.0;Muppets Most Wanted ;6.4
Color;Jonathan Frakes;76.0;95.0;57000000.0;Thunderbirds ;4.2
Color;Steve Antin;197.0;119.0;55000000.0;Burlesque ;6.4
Color;Jean-Pierre Jeunet;186.0;133.0;47000000.0;A Very Long Engagement ;7.7
 Black and White;Stanley Kubrick;103.0;152.0;2000000.0;Lolita ;7.7
Color;Jim Gillespie;66.0;96.0;55000000.0;Eye See You ;5.3
Color;Guillermo del Toro;224.0;117.0;54000000.0;Blade II ;6.7
Color;Gabriele Muccino;202.0;123.0;55000000.0;Seven Pounds ;7.7
Color;Walter Hill;279.0;92.0;55000000.0;Bullet to the Head ;5.7
Color;Francis Ford Coppola;110.0;170.0;54000000.0;The Godfather: Part III ;7.6
Color;Cameron Crowe;190.0;123.0;57000000.0;Elizabethtown ;6.4
Color;Anthony Russo;136.0;110.0;54000000.0;You, Me and Dupree ;5.6
Color;Richard Lester;121.0;116.0;54000000.0;Superman II ;6.8
Color;Martin Brest;131.0;121.0;54000000.0;Gigli ;2.4
 Black and White;Steven Zaillian;127.0;128.0;55000000.0;All the King's Men ;6.2
Color;John Singleton;160.0;99.0;46000000.0;Shaft ;5.9
Color;Don Bluth;78.0;94.0;50000000.0;Anastasia ;7.1
 Black and White;Baz Luhrmann;209.0;127.0;50000000.0;Moulin Rouge! ;7.6
Color;Harold Becker;98.0;89.0;75000000.0;Domestic Disturbance ;5.5
Color;Scott Cooper;391.0;123.0;53000000.0;Black Mass ;7.0
Color;Clint Eastwood;279.0;135.0;90000000.0;Flags of Our Fathers ;7.1
Color;F. Gary Gray;216.0;118.0;50000000.0;Law Abiding Citizen ;7.4
Color;Robert Rodriguez;250.0;189.0;53000000.0;Grindhouse ;7.6
Color;Jonathan Demme;78.0;172.0;80000000.0;Beloved ;5.9
Color;Curtis Hanson;106.0;124.0;55000000.0;Lucky You ;5.9
Color;Steven Spielberg;194.0;141.0;52000000.0;Catch Me If You Can ;8.0
Color;Kathryn Bigelow;558.0;157.0;40000000.0;Zero Dark Thirty ;7.4
Color;Peyton Reed;183.0;106.0;52000000.0;The Break-Up ;5.8
Color;Phyllida Lloyd;238.0;108.0;52000000.0;Mamma Mia! ;6.3
Color;Garry Marshall;186.0;125.0;52000000.0;Valentine's Day ;5.7
Color;Jay Chandrasekhar;144.0;107.0;50000000.0;The Dukes of Hazzard ;5.1
Color;Terrence Malick;156.0;215.0;52000000.0;The Thin Red Line ;7.6
Color;David Dobkin;215.0;118.0;52000000.0;The Change-Up ;6.4
Color;Milos Forman;140.0;118.0;82000000.0;Man on the Moon ;7.4
Color;Martin Scorsese;133.0;178.0;52000000.0;Casino ;8.2
Color;Pierre Morel;203.0;92.0;52000000.0;From Paris with Love ;6.5
Color;Paul Hunter;127.0;104.0;52000000.0;Bulletproof Monk ;5.5
Color;Bobby Farrelly;155.0;116.0;51000000.0;Me, Myself & Irene ;6.5
Color;Steve Oedekerk;98.0;90.0;51000000.0;Barnyard ;5.6
Color;John Whitesell;71.0;93.0;39070356.019274354;Deck the Halls ;4.9
Color;Chris Weitz;299.0;130.0;50000000.0;The Twilight Saga: New Moon ;4.6
Color;Andrew Adamson;212.0;90.0;60000000.0;Shrek ;7.9
Color;George Nolfi;413.0;106.0;50200000.0;The Adjustment Bureau ;7.1
Color;Kevin Reynolds;67.0;155.0;48000000.0;Robin Hood: Prince of Thieves ;6.9
Color;Cameron Crowe;109.0;139.0;50000000.0;Jerry Maguire ;7.3
Color;Seth MacFarlane;457.0;112.0;50000000.0;Ted ;7.0
Color;James L. Brooks;156.0;139.0;50000000.0;As Good as It Gets ;7.7
Color;Tom Shadyac;55.0;115.0;90000000.0;Patch Adams ;6.7
Color;Adam McKay;272.0;143.0;50000000.0;Anchorman 2: The Legend Continues ;6.3
Color;Steven Brill;117.0;96.0;50000000.0;Mr. Deeds ;5.8
Color;J.J. Abrams;539.0;112.0;50000000.0;Super 8 ;7.1
Color;Steven Soderbergh;169.0;131.0;52000000.0;Erin Brockovich ;7.3
Color;Donald Petrie;140.0;116.0;50000000.0;How to Lose a Guy in 10 Days ;6.4
Color;Phil Lord;330.0;112.0;50000000.0;22 Jump Street ;7.1
Color;Neil Jordan;120.0;123.0;60000000.0;Interview with the Vampire: The Vampire Chronicles ;7.6
Color;Peyton Reed;190.0;104.0;70000000.0;Yes Man ;6.8
Color;Rawson Marshall Thurber;177.0;107.0;50000000.0;Central Intelligence ;6.6
Color;Chris Columbus;65.0;124.0;50000000.0;Stepmom ;6.7
Color;Sean Anders;145.0;96.0;50000000.0;Daddy's Home ;6.1
Color;Rob Marshall;321.0;125.0;50000000.0;Into the Woods ;6.0
Color;Spike Lee;230.0;129.0;45000000.0;Inside Man ;7.6
Color;Brian Helgeland;143.0;90.0;90000000.0;Payback ;7.1
Color;Frank Marshall;55.0;109.0;50000000.0;Congo ;5.0
Color;Cameron Crowe;257.0;124.0;50000000.0;We Bought a Zoo ;7.1
Color;Alex Proyas;279.0;121.0;50000000.0;Knowing ;6.2
Color;Tom Dey;143.0;95.0;50000000.0;Failure to Launch ;5.6
Color;Hideo Nakata;196.0;128.0;50000000.0;The Ring Two ;5.4
Color;Glenn Ficarra;310.0;118.0;50000000.0;Crazy, Stupid, Love. ;7.4
Color;Peter Hewitt;116.0;80.0;35000000.0;Garfield ;5.0
Color;Joe Roth;105.0;99.0;60000000.0;Christmas with the Kranks ;5.2
Color;Bennett Miller;419.0;133.0;50000000.0;Moneyball ;7.6
Color;Wolfgang Petersen;64.0;127.0;50000000.0;Outbreak ;6.6
Color;Jaume Collet-Serra;359.0;106.0;50000000.0;Non-Stop ;7.0
Color;Andy Fickman;166.0;98.0;65000000.0;Race to Witch Mountain ;5.7
Color;James McTeigue;525.0;132.0;54000000.0;V for Vendetta ;8.2
Color;David Dobkin;165.0;114.0;50000000.0;Shanghai Knights ;6.2
Color;;2.0;45.0;11714700.075308064;Unforgotten             ;7.9
Color;Matthew O'Callaghan;87.0;78.0;50000000.0;Curious George ;6.6
Color;Angela Robinson;117.0;101.0;50000000.0;Herbie Fully Loaded ;4.7
Color;Gary Fleder;113.0;113.0;50000000.0;Don't Say a Word ;6.3
Color;Tommy Wirkola;349.0;98.0;50000000.0;Hansel & Gretel: Witch Hunters ;6.1
Color;Adrian Lyne;152.0;124.0;50000000.0;Unfaithful ;6.7
Color;D.J. Caruso;288.0;109.0;60000000.0;I Am Number Four ;6.1
Color;Stephen Gaghan;358.0;128.0;50000000.0;Syriana ;7.0
Color;Michael Bay;204.0;144.0;50000000.0;13 Hours ;7.4
Color;Jorge R. Gutiérrez;156.0;95.0;50000000.0;The Book of Life ;7.3
Color;Richard Loncraine;171.0;105.0;50000000.0;Firewall ;5.8
Color;Clint Eastwood;76.0;121.0;50000000.0;Absolute Power ;6.7
Color;Ridley Scott;97.0;125.0;50000000.0;G.I. Jane ;5.8
Color;David Fincher;157.0;129.0;50000000.0;The Game ;7.8
Color;Christophe Gans;267.0;132.0;50000000.0;Silent Hill ;6.6
Color;Howard Deutch;118.0;118.0;50000000.0;The Replacements ;6.5
Color;Jon Hurwitz;291.0;113.0;50000000.0;American Reunion ;6.7
Color;F. Gary Gray;68.0;140.0;50000000.0;The Negotiator ;7.3
Color;Steven Quale;228.0;89.0;50000000.0;Into the Storm ;5.8
Color;John Landis;36.0;104.0;55000000.0;Beverly Hills Cop III ;5.5
Color;Joe Dante;105.0;106.0;50000000.0;Gremlins 2: The New Batch ;6.3
Color;David Dobkin;276.0;141.0;50000000.0;The Judge ;7.4
Color;Mimi Leder;93.0;124.0;50000000.0;The Peacemaker ;5.9
Color;Alexander Witt;191.0;98.0;45000000.0;Resident Evil: Apocalypse ;6.2
Color;Beeban Kidron;143.0;108.0;40000000.0;Bridget Jones: The Edge of Reason ;5.9
Color;Carl Franklin;124.0;114.0;50000000.0;Out of Time ;6.5
Color;Steven Seagal;47.0;101.0;50000000.0;On Deadly Ground ;4.4
Color;Robert Rodriguez;66.0;93.0;50000000.0;The Adventures of Sharkboy and Lavagirl 3-D ;3.5
Color;Danny Boyle;118.0;119.0;50000000.0;The Beach ;6.6
Color;Garry Marshall;93.0;119.0;50000000.0;Raising Helen ;6.0
Color;James McTeigue;235.0;99.0;40000000.0;Ninja Assassin ;6.4
Color;Sam Raimi;113.0;137.0;80000000.0;For Love of the Game ;6.5
Color;;14.0;105.0;12132730.859739559;A Touch of Frost             ;7.8
Color;Andrew Bergman;51.0;117.0;40000000.0;Striptease ;4.3
Color;Tom Dey;98.0;87.0;50000000.0;Marmaduke ;4.2
Color;Clint Eastwood;315.0;129.0;50000000.0;Hereafter ;6.5
Color;Barbet Schroeder;136.0;115.0;50000000.0;Murder by Numbers ;6.1
 Black and White;Richard Donner;61.0;132.0;50000000.0;Assassins ;6.3
Color;Peter Webber;209.0;131.0;50000000.0;Hannibal Rising ;6.2
Color;Rob Reiner;99.0;95.0;50000000.0;The Story of Us ;5.9
Color;Andrew Niccol;298.0;125.0;40000000.0;The Host ;5.9
Color;John McTiernan;131.0;98.0;50000000.0;Basic ;6.5
Color;Clint Eastwood;146.0;110.0;50000000.0;Blood Work ;6.4
Color;Tom Tykwer;245.0;118.0;50000000.0;The International ;6.5
Color;John Carpenter;104.0;101.0;50000000.0;Escape from L.A. ;5.7
Color;;4.0;60.0;17097767.769315124;Twisted             ;7.5
Color;Brad Bird;162.0;90.0;70000000.0;The Iron Giant ;8.0
Color;Wes Anderson;259.0;119.0;50000000.0;The Life Aquatic with Steve Zissou ;7.3
Color;Gary Ross;79.0;139.0;50000000.0;Free State of Jones ;6.7
Color;Alan Parker;141.0;130.0;50000000.0;The Life of David Gale ;7.5
Color;Stephen Herek;59.0;100.0;40000000.0;Man of the House ;5.4
Color;Jaume Collet-Serra;236.0;114.0;50000000.0;Run All Night ;6.6
Color;David Cronenberg;356.0;96.0;37960079.27519819;Eastern Promises ;7.7
Color;John Stockwell;120.0;110.0;50000000.0;Into the Blue ;5.8
Color;Luc Besson;111.0;158.0;85000000.0;The Messenger: The Story of Joan of Arc ;6.4
Color;David Gordon Green;208.0;102.0;49900000.0;Your Highness ;5.6
Color;Jim Sheridan;174.0;84.0;55000000.0;Dream House ;6.0
Color;Costa-Gavras;59.0;115.0;50000000.0;Mad City ;6.2
Color;Patrick Read Johnson;22.0;99.0;50000000.0;Baby's Day Out ;5.9
Color;Roland Joffé;34.0;135.0;50000000.0;The Scarlet Letter ;5.1
Color;Doug Liman;214.0;108.0;22000000.0;Fair Game ;6.8
Color;;28.0;43.0;28608950.1752526;Defiance             ;7.0
Color;Tony Scott;186.0;127.0;50000000.0;Domino ;6.0
Color;William Friedkin;50.0;107.0;50000000.0;Jade ;5.1
Color;Mark Neveldine;180.0;95.0;50000000.0;Gamer ;5.8
Color;Richard LaGravenese;231.0;124.0;60000000.0;Beautiful Creatures ;6.2
Color;Danny DeVito;105.0;109.0;55000000.0;Death to Smoochy ;6.4
Color;Ben Stiller;226.0;102.0;50000000.0;Zoolander 2 ;4.8
Color;George Armitage;75.0;88.0;50000000.0;The Big Bounce ;4.9
Color;Mike Nichols;82.0;87.0;60000000.0;What Planet Are You From? ;5.6
Color;Patrick Lussier;296.0;104.0;50000000.0;Drive Angry ;5.5
Color;Andrzej Bartkowiak;103.0;96.0;18000000.000000004;Street Fighter: The Legend of Chun-Li ;3.7
Color;James Wong;98.0;85.0;49000000.0;The One ;5.9
Color;;30.0;64.0;21986506.97176802;Outlander             ;8.5
Color;Renny Harlin;48.0;104.0;40000000.0;The Adventures of Ford Fairlane ;6.3
Color;Richard Curtis;195.0;135.0;50000000.0;Pirate Radio ;7.4
Color;Steven Soderbergh;223.0;190.0;48000000.0;Traffic ;7.6
Color;Steven Spielberg;149.0;127.0;48000000.0;Indiana Jones and the Last Crusade ;8.3
Color;Joe Wright;324.0;129.0;29976777.75049911;Anna Karenina ;6.6
Color;Neill Blomkamp;371.0;120.0;49000000.0;Chappie ;6.9
Color;Phillip Noyce;75.0;118.0;73000000.0;The Bone Collector ;6.7
Color;David Fincher;233.0;112.0;48000000.0;Panic Room ;6.8
Color;Chuck Bowman;32.0;89.0;1500000.0;The Tooth Fairy ;4.6
Color;David O. Russell;150.0;114.0;75000000.0;Three Kings ;7.1
Color;Daniel Espinosa;172.0;137.0;50000000.0;Child 44 ;6.4
Color;Jerry Zucker;103.0;112.0;48000000.0;Rat Race ;6.4
Color;Iain Softley;140.0;120.0;68000000.0;K-PAX ;7.4
Color;James Mangold;125.0;123.0;48000000.0;Kate & Leopold ;6.4
Color;Harold Ramis;125.0;93.0;48000000.0;Bedazzled ;6.0
Color;Francis Ford Coppola;36.0;123.0;57999999.99999999;The Cotton Club ;6.5
Color;James Mangold;295.0;122.0;55000000.0;3:10 to Yuma ;7.8
Color;Olivier Megaton;222.0;115.0;48000000.0;Taken 3 ;6.0
Color;Steven Soderbergh;158.0;123.0;48000000.0;Out of Sight ;7.0
Color;Ben Stiller;72.0;96.0;47000000.0;The Cable Guy ;6.0
Color;Deepa Mehta;34.0;110.0;16564576.80607342;Earth ;7.8
Color;Warren Beatty;72.0;105.0;47000000.0;Dick Tracy ;6.1
Color;John McTiernan;152.0;113.0;48000000.0;The Thomas Crown Affair ;6.8
Color;Penny Marshall;89.0;132.0;48000000.0;Riding in Cars with Boys ;6.4
Color;Ted Kotcheff;145.0;93.0;15000000.0;First Blood ;7.7
 Black and White;Andrei Tarkovsky;144.0;115.0;17309.752834039282;Solaris ;8.1
Color;Paul Bolger;93.0;75.0;47000000.0;Happily N'Ever After ;4.5
Color;Stephen Frears;46.0;108.0;47000000.0;Mary Reilly ;5.8
Color;P.J. Hogan;84.0;105.0;46000000.0;My Best Friend's Wedding ;6.3
Color;Joe Roth;142.0;102.0;46000000.0;America's Sweethearts ;5.7
Color;Christopher Nolan;185.0;118.0;46000000.0;Insomnia ;7.2
Color;Jonathan Frakes;143.0;111.0;45000000.0;Star Trek: First Contact ;7.6
Color;Jimmy Hayward;178.0;81.0;47000000.0;Jonah Hex ;4.7
Color;Edward Zwick;65.0;116.0;46000000.0;Courage Under Fire ;6.6
Color;Tom Shadyac;73.0;86.0;45000000.0;Liar Liar ;6.8
Color;Brad Furman;72.0;127.0;28000000.0;The Infiltrator ;7.3
Color;Terence Young;10.0;140.0;46000000.0;Inchon ;2.7
Color;Brian Levant;35.0;91.0;46000000.0;The Flintstones ;4.8
Color;Olivier Megaton;358.0;98.0;45000000.0;Taken 2 ;6.3
Color;David Zucker;151.0;84.0;48000000.0;Scary Movie 3 ;5.5
Color;Donald Petrie;140.0;109.0;45000000.0;Miss Congeniality ;6.2
Color;Eric Brevig;201.0;93.0;45000000.0;Journey to the Center of the Earth ;5.8
Color;Garry Marshall;77.0;113.0;40000000.0;The Princess Diaries 2: Royal Engagement ;5.7
Color;Alan J. Pakula;43.0;141.0;45000000.0;The Pelican Brief ;6.5
Color;Joel Schumacher;39.0;119.0;45000000.0;The Client ;6.7
Color;Rob Reiner;207.0;97.0;45000000.0;The Bucket List ;7.4
Color;Phillip Noyce;47.0;117.0;45000000.0;Patriot Games ;6.9
Color;Robert Luketic;132.0;101.0;60000000.0;Monster-in-Law ;5.5
Color;Denis Villeneuve;454.0;153.0;46000000.0;Prisoners ;8.1
Color;Antoine Fuqua;109.0;122.0;45000000.0;Training Day ;7.7
Color;Dean Parisot;213.0;102.0;45000000.0;Galaxy Quest ;7.3
Color;Keenen Ivory Wayans;127.0;83.0;45000000.0;Scary Movie 2 ;5.2
Color;James Bobin;398.0;103.0;45000000.0;The Muppets ;7.1
Color;Stephen Norrington;184.0;110.0;45000000.0;Blade ;7.1
Color;Thomas Carter;127.0;136.0;30000000.0;Coach Carter ;7.2
Color;Roger Michell;167.0;91.0;45000000.0;Changing Lanes ;6.5
Color;Luis Llosa;119.0;89.0;45000000.0;Anaconda ;4.6
Color;David McNally;155.0;107.0;45000000.0;Coyote Ugly ;5.6
Color;Richard Curtis;218.0;129.0;40000000.0;Love Actually ;7.7
Color;John Lasseter;117.0;95.0;120000000.0;A Bug's Life ;7.2
Color;Albert Hughes;208.0;122.0;35000000.0;From Hell ;6.8
Color;Luis Llosa;38.0;110.0;45000000.0;The Specialist ;5.4
Color;Ron Shelton;48.0;135.0;45000000.0;Tin Cup ;6.3
Color;Melville Shavelson;8.0;111.0;2500000.0;Yours, Mine and Ours ;7.2
Color;Jesse Dylan;94.0;95.0;45000000.0;Kicking & Screaming ;5.6
Color;Garth Jennings;276.0;109.0;50000000.0;The Hitchhiker's Guide to the Galaxy ;6.8
Color;Joel Zwick;59.0;93.0;26000000.0;Fat Albert ;4.3
Color;Russell Mulcahy;216.0;94.0;45000000.0;Resident Evil: Extinction ;6.3
Color;Frank Coraci;173.0;117.0;40000000.0;Blended ;6.5
Color;Wayne Wang;99.0;112.0;45000000.0;Last Holiday ;6.4
Color;Curtis Hanson;42.0;111.0;45000000.0;The River Wild ;6.3
Color;Frank Oz;25.0;96.0;45000000.0;The Indian in the Cupboard ;5.9
 Black and White;Oliver Stone;339.0;141.0;45000000.0;Savages ;6.5
Color;David R. Ellis;127.0;94.0;25000000.0;Cellular ;6.5
Color;Peter Howitt;122.0;87.0;35000000.0;Johnny English ;6.1
Color;John A. Davis;105.0;88.0;50000000.0;The Ant Bully ;5.9
Color;David Lynch;144.0;177.0;40000000.0;Dune ;6.6
Color;Julie Taymor;156.0;133.0;45000000.0;Across the Universe ;7.4
Color;Sam Mendes;323.0;119.0;35000000.0;Revolutionary Road ;7.3
Color;Richard Donner;199.0;102.0;52000000.0;16 Blocks ;6.6
Color;Mathieu Kassovitz;164.0;101.0;70000000.0;Babylon A.D. ;5.6
Color;John Gray;39.0;91.0;45000000.0;The Glimmer Man ;5.3
Color;Harold Ramis;43.0;117.0;45000000.0;Multiplicity ;6.0
Color;John Schultz;82.0;86.0;45000000.0;Aliens in the Attic ;5.4
Color;Sean Penn;150.0;124.0;35000000.0;The Pledge ;6.8
Color;Susan Stroman;168.0;134.0;45000000.0;The Producers ;6.4
Color;Simon Wincer;60.0;100.0;45000000.0;The Phantom ;4.9
Color;Billy Bob Thornton;85.0;220.0;57000000.0;All the Pretty Horses ;5.8
 Black and White;Oliver Stone;83.0;212.0;50000000.0;Nixon ;7.1
Color;Roman Polanski;343.0;128.0;45000000.0;The Ghost Writer ;7.2
Color;Stephen Sommers;106.0;106.0;45000000.0;Deep Rising ;6.0
Color;Spike Lee;158.0;160.0;45000000.0;Miracle at St. Anna ;6.0
Color;Yimou Zhang;189.0;114.0;45000000.0;Curse of the Golden Flower ;7.0
Color;Danny Pang;125.0;99.0;40000000.0;Bangkok Dangerous ;5.4
Color;Barry Sonnenfeld;87.0;74.0;40000000.0;Big Trouble ;6.5
Color;Mike Newell;115.0;139.0;45000000.0;Love in the Time of Cholera ;6.4
Color;;23.0;52.0;19187393.121719636;The Returned             ;8.3
Color;George P. Cosmatos;24.0;103.0;45000000.0;Shadow Conspiracy ;4.9
Color;Oliver Parker;152.0;101.0;45000000.0;Johnny English Reborn ;6.3
Color;Lawrence Kasanoff;12.0;91.0;65000000.0;Foodfight! ;1.7
Color;Ben Affleck;656.0;130.0;44500000.0;Argo ;7.7
Color;Andrew Davis;119.0;130.0;44000000.0;The Fugitive ;7.8
Color;Andy Tennant;161.0;110.0;40000000.0;The Bounty Hunter ;5.5
 Black and White;Barry Levinson;73.0;147.0;44000000.0;Sleepers ;7.5
Color;George P. Cosmatos;96.0;96.0;44000000.0;Rambo: First Blood Part II ;6.4
Color;Brian Gibson;28.0;118.0;44000000.0;The Juror ;5.6
Color;Norman Ferguson;105.0;88.0;2600000.0;Pinocchio ;7.5
Color;Michael Cimino;102.0;325.0;44000000.0;Heaven's Gate ;6.8
Color;Len Wiseman;206.0;102.0;50000000.0;Underworld: Evolution ;6.8
Color;Paul McGuigan;159.0;110.0;40000000.0;Victor Frankenstein ;6.0
Color;Gus Van Sant;137.0;136.0;43000000.0;Finding Forrester ;7.3
Color;Betty Thomas;116.0;103.0;43000000.0;28 Days ;6.0
Color;Louis Leterrier;177.0;103.0;45000000.0;Unleashed ;7.0
Color;Roger Kumble;99.0;90.0;43000000.0;The Sweetest Thing ;5.1
Color;Sydney Pollack;56.0;154.0;42000000.0;The Firm ;6.8
Color;Burr Steers;117.0;99.0;44000000.0;Charlie St. Cloud ;6.5
Color;Simon West;252.0;93.0;40000000.0;The Mechanic ;6.6
Color;Phil Lord;375.0;109.0;42000000.0;21 Jump Street ;7.2
Color;Roger Michell;150.0;124.0;42000000.0;Notting Hill ;7.0
Color;Peter Lord;187.0;84.0;45000000.0;Chicken Run ;7.0
Color;John Hamburg;108.0;90.0;42000000.0;Along Came Polly ;5.9
Color;Reginald Hudlin;21.0;117.0;40000000.0;Boomerang ;5.4
Color;Paul Feig;270.0;123.0;43000000.0;The Heat ;6.6
Color;Joseph L. Mankiewicz;72.0;251.0;31115000.0;Cleopatra ;7.0
Color;Frank Coraci;154.0;105.0;42000000.0;Here Comes the Boom ;6.5
Color;Carl Franklin;114.0;115.0;42000000.0;High Crimes ;6.3
Color;Barbra Streisand;27.0;122.0;42000000.0;The Mirror Has Two Faces ;6.5
Color;Mark Pellington;166.0;119.0;32000000.0;The Mothman Prophecies ;6.5
Color;Larry Charles;288.0;81.0;42000000.0;Brüno ;5.8
Color;John Glen;117.0;133.0;32000000.0;Licence to Kill ;6.6
